Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2024-09-12 22:00:00,Spain,Spain,ES,93.54,128.86,80.52,54.03,entsoe.eu,false,
2024-09-12 23:00:00,Spain,Spain,ES,89.16,123.04,82.15,53.54,entsoe.eu,false,
2024-09-13 00:00:00,Spain,Spain,ES,95.39,131.3,80.58,51.16,entsoe.eu,false,
2024-09-13 01:00:00,Spain,Spain,ES,96.9,132.77,80.44,50.2,entsoe.eu,false,
2024-09-13 02:00:00,Spain,Spain,ES,95.79,131.05,80.79,49.83,entsoe.eu,false,
2024-09-13 03:00:00,Spain,Spain,ES,96.53,131.59,80.87,50.8,entsoe.eu,false,
2024-09-13 04:00:00,Spain,Spain,ES,96.49,130.75,81.21,52.78,entsoe.eu,false,
2024-09-13 05:00:00,Spain,Spain,ES,105.16,139.74,79.72,54.56,entsoe.eu,false,
2024-09-13 06:00:00,Spain,Spain,ES,105.93,139.82,79.98,56.69,entsoe.eu,false,
2024-09-13 07:00:00,Spain,Spain,ES,79.28,113.06,84.45,62.9,entsoe.eu,false,
2024-09-13 08:00:00,Spain,Spain,ES,55.37,84.98,90.0,70.11,entsoe.eu,false,
2024-09-13 09:00:00,Spain,Spain,ES,47.56,76.33,91.86,72.22,entsoe.eu,false,
2024-09-13 10:00:00,Spain,Spain,ES,46.85,75.76,92.04,72.52,entsoe.eu,false,
2024-09-13 11:00:00,Spain,Spain,ES,46.75,75.71,92.05,72.48,entsoe.eu,false,
2024-09-13 12:00:00,Spain,Spain,ES,46.95,76.01,92.03,72.3,entsoe.eu,false,
2024-09-13 13:00:00,Spain,Spain,ES,47.16,76.1,91.98,72.24,entsoe.eu,false,
2024-09-13 14:00:00,Spain,Spain,ES,47.47,76.41,91.92,72.1,entsoe.eu,false,
2024-09-13 15:00:00,Spain,Spain,ES,46.75,74.78,92.1,72.48,entsoe.eu,false,
2024-09-13 16:00:00,Spain,Spain,ES,47.75,75.93,91.53,72.18,entsoe.eu,false,
2024-09-13 17:00:00,Spain,Spain,ES,62.68,93.75,87.24,66.56,entsoe.eu,false,
2024-09-13 18:00:00,Spain,Spain,ES,86.43,116.64,83.29,62.21,entsoe.eu,false,
2024-09-13 19:00:00,Spain,Spain,ES,84.84,114.87,83.42,62.22,entsoe.eu,false,
2024-09-13 20:00:00,Spain,Spain,ES,73.26,103.69,84.89,62.28,entsoe.eu,false,
2024-09-13 21:00:00,Spain,Spain,ES,59.91,88.18,87.54,63.38,entsoe.eu,false,
2024-09-13 22:00:00,Spain,Spain,ES,54.68,82.16,88.51,63.27,entsoe.eu,false,
2024-09-13 23:00:00,Spain,Spain,ES,52.36,79.03,89.21,61.71,entsoe.eu,false,
2024-09-14 00:00:00,Spain,Spain,ES,52.1,78.71,89.25,59.1,entsoe.eu,false,
2024-09-14 01:00:00,Spain,Spain,ES,56.89,85.15,88.12,55.96,entsoe.eu,false,
2024-09-14 02:00:00,Spain,Spain,ES,58.47,87.14,87.69,53.71,entsoe.eu,false,
2024-09-14 03:00:00,Spain,Spain,ES,63.34,93.11,86.71,51.64,entsoe.eu,false,
2024-09-14 04:00:00,Spain,Spain,ES,67.28,98.04,85.86,51.38,entsoe.eu,false,
2024-09-14 05:00:00,Spain,Spain,ES,69.17,98.34,86.32,52.91,entsoe.eu,false,
2024-09-14 06:00:00,Spain,Spain,ES,70.09,96.5,87.5,56.09,entsoe.eu,false,
2024-09-14 07:00:00,Spain,Spain,ES,56.42,85.98,88.79,60.86,entsoe.eu,false,
2024-09-14 08:00:00,Spain,Spain,ES,41.65,71.05,91.58,66.89,entsoe.eu,false,
2024-09-14 09:00:00,Spain,Spain,ES,35.21,64.09,93.02,70.47,entsoe.eu,false,
2024-09-14 10:00:00,Spain,Spain,ES,34.19,63.39,93.2,71.5,entsoe.eu,false,
2024-09-14 11:00:00,Spain,Spain,ES,37.36,67.35,92.66,70.92,entsoe.eu,false,
2024-09-14 12:00:00,Spain,Spain,ES,38.51,68.36,92.54,69.63,entsoe.eu,false,
2024-09-14 13:00:00,Spain,Spain,ES,37.95,67.95,92.41,69.66,entsoe.eu,false,
2024-09-14 14:00:00,Spain,Spain,ES,37.68,67.77,92.4,69.78,entsoe.eu,false,
2024-09-14 15:00:00,Spain,Spain,ES,39.2,69.34,92.06,69.06,entsoe.eu,false,
2024-09-14 16:00:00,Spain,Spain,ES,48.15,80.06,89.88,66.23,entsoe.eu,false,
2024-09-14 17:00:00,Spain,Spain,ES,84.88,120.79,82.16,56.63,entsoe.eu,false,
2024-09-14 18:00:00,Spain,Spain,ES,108.52,143.05,78.39,50.58,entsoe.eu,false,
2024-09-14 19:00:00,Spain,Spain,ES,104.43,137.69,79.22,52.01,entsoe.eu,false,
2024-09-14 20:00:00,Spain,Spain,ES,93.7,124.81,81.67,53.73,entsoe.eu,false,
2024-09-14 21:00:00,Spain,Spain,ES,87.65,119.38,82.38,53.24,entsoe.eu,false,
2024-09-14 22:00:00,Spain,Spain,ES,82.83,115.06,82.82,50.82,entsoe.eu,false,
2024-09-14 23:00:00,Spain,Spain,ES,81.07,112.8,83.31,49.7,entsoe.eu,false,
2024-09-15 00:00:00,Spain,Spain,ES,84.17,118.5,81.86,46.88,entsoe.eu,false,
2024-09-15 01:00:00,Spain,Spain,ES,87.14,122.78,81.0,45.75,entsoe.eu,false,
2024-09-15 02:00:00,Spain,Spain,ES,87.2,122.73,80.96,44.21,entsoe.eu,false,
2024-09-15 03:00:00,Spain,Spain,ES,88.08,123.34,80.92,43.76,entsoe.eu,false,
2024-09-15 04:00:00,Spain,Spain,ES,87.95,122.29,81.31,43.81,entsoe.eu,false,
2024-09-15 05:00:00,Spain,Spain,ES,85.49,119.44,81.67,44.93,entsoe.eu,false,
2024-09-15 06:00:00,Spain,Spain,ES,81.74,115.34,82.49,48.22,entsoe.eu,false,
2024-09-15 07:00:00,Spain,Spain,ES,60.38,91.98,87.04,59.5,entsoe.eu,false,
2024-09-15 08:00:00,Spain,Spain,ES,46.23,76.7,90.33,66.71,entsoe.eu,false,
2024-09-15 09:00:00,Spain,Spain,ES,41.19,70.8,91.55,68.19,entsoe.eu,false,
2024-09-15 10:00:00,Spain,Spain,ES,43.52,73.39,91.29,67.53,entsoe.eu,false,
2024-09-15 11:00:00,Spain,Spain,ES,44.01,74.02,91.25,68.09,entsoe.eu,false,
2024-09-15 12:00:00,Spain,Spain,ES,41.91,71.83,91.45,68.35,entsoe.eu,false,
2024-09-15 13:00:00,Spain,Spain,ES,42.58,72.71,91.24,67.46,entsoe.eu,false,
2024-09-15 14:00:00,Spain,Spain,ES,43.02,73.17,91.15,67.39,entsoe.eu,false,
2024-09-15 15:00:00,Spain,Spain,ES,42.33,72.27,91.28,68.04,entsoe.eu,false,
2024-09-15 16:00:00,Spain,Spain,ES,42.78,72.27,91.12,68.57,entsoe.eu,false,
2024-09-15 17:00:00,Spain,Spain,ES,57.46,88.07,87.76,64.27,entsoe.eu,false,
2024-09-15 18:00:00,Spain,Spain,ES,75.65,102.7,85.77,61.81,entsoe.eu,false,
2024-09-15 19:00:00,Spain,Spain,ES,73.34,99.0,86.52,63.71,entsoe.eu,false,
2024-09-15 20:00:00,Spain,Spain,ES,68.52,94.13,87.25,63.67,entsoe.eu,false,
2024-09-15 21:00:00,Spain,Spain,ES,62.09,87.79,88.17,63.3,entsoe.eu,false,
2024-09-15 22:00:00,Spain,Spain,ES,60.99,89.61,87.13,59.44,entsoe.eu,false,
2024-09-15 23:00:00,Spain,Spain,ES,65.63,95.84,85.86,56.75,entsoe.eu,false,
2024-09-16 00:00:00,Spain,Spain,ES,65.37,95.36,85.95,57.23,entsoe.eu,false,
2024-09-16 01:00:00,Spain,Spain,ES,61.11,89.92,87.03,58.43,entsoe.eu,false,
2024-09-16 02:00:00,Spain,Spain,ES,62.61,91.78,86.71,57.42,entsoe.eu,false,
2024-09-16 03:00:00,Spain,Spain,ES,61.84,90.72,86.9,57.66,entsoe.eu,false,
2024-09-16 04:00:00,Spain,Spain,ES,63.8,92.54,86.59,58.38,entsoe.eu,false,
2024-09-16 05:00:00,Spain,Spain,ES,72.19,98.25,86.73,61.34,entsoe.eu,false,
2024-09-16 06:00:00,Spain,Spain,ES,79.21,104.55,86.27,62.53,entsoe.eu,false,
2024-09-16 07:00:00,Spain,Spain,ES,58.19,85.68,88.97,66.56,entsoe.eu,false,
2024-09-16 08:00:00,Spain,Spain,ES,43.31,70.86,91.74,71.45,entsoe.eu,false,
2024-09-16 09:00:00,Spain,Spain,ES,42.56,70.98,91.83,72.29,entsoe.eu,false,
2024-09-16 10:00:00,Spain,Spain,ES,43.11,72.2,91.65,72.41,entsoe.eu,false,
2024-09-16 11:00:00,Spain,Spain,ES,41.88,70.71,91.93,72.95,entsoe.eu,false,
2024-09-16 12:00:00,Spain,Spain,ES,41.21,69.92,92.1,73.14,entsoe.eu,false,
2024-09-16 13:00:00,Spain,Spain,ES,41.9,70.8,91.94,72.84,entsoe.eu,false,
2024-09-16 14:00:00,Spain,Spain,ES,42.34,71.24,91.85,72.56,entsoe.eu,false,
2024-09-16 15:00:00,Spain,Spain,ES,42.33,70.83,91.84,72.7,entsoe.eu,false,
2024-09-16 16:00:00,Spain,Spain,ES,51.86,81.91,89.47,70.32,entsoe.eu,false,
2024-09-16 17:00:00,Spain,Spain,ES,78.73,112.45,83.25,62.89,entsoe.eu,false,
2024-09-16 18:00:00,Spain,Spain,ES,98.21,131.37,79.89,59.52,entsoe.eu,false,
2024-09-16 19:00:00,Spain,Spain,ES,96.41,129.29,80.04,59.57,entsoe.eu,false,
2024-09-16 20:00:00,Spain,Spain,ES,85.84,116.18,82.63,60.98,entsoe.eu,false,
2024-09-16 21:00:00,Spain,Spain,ES,72.78,101.21,85.4,61.48,entsoe.eu,false,
2024-09-16 22:00:00,Spain,Spain,ES,60.39,87.05,87.85,59.94,entsoe.eu,false,
2024-09-16 23:00:00,Spain,Spain,ES,58.79,85.91,87.94,58.12,entsoe.eu,false,
2024-09-17 00:00:00,Spain,Spain,ES,56.78,83.29,88.5,59.61,entsoe.eu,false,
2024-09-17 01:00:00,Spain,Spain,ES,58.73,86.16,88.06,58.91,entsoe.eu,false,
2024-09-17 02:00:00,Spain,Spain,ES,56.58,83.3,88.67,58.46,entsoe.eu,false,
2024-09-17 03:00:00,Spain,Spain,ES,54.17,80.03,89.28,58.53,entsoe.eu,false,
2024-09-17 04:00:00,Spain,Spain,ES,56.95,82.65,88.87,59.04,entsoe.eu,false,
2024-09-17 05:00:00,Spain,Spain,ES,74.11,101.32,85.9,60.59,entsoe.eu,false,
2024-09-17 06:00:00,Spain,Spain,ES,82.95,111.73,84.33,60.51,entsoe.eu,false,
2024-09-17 07:00:00,Spain,Spain,ES,60.35,87.8,88.76,66.35,entsoe.eu,false,
2024-09-17 08:00:00,Spain,Spain,ES,40.63,67.15,92.72,71.7,entsoe.eu,false,
2024-09-17 09:00:00,Spain,Spain,ES,39.15,66.38,93.11,72.68,entsoe.eu,false,
2024-09-17 10:00:00,Spain,Spain,ES,37.5,64.69,93.46,73.43,entsoe.eu,false,
2024-09-17 11:00:00,Spain,Spain,ES,38.6,65.95,93.22,72.14,entsoe.eu,false,
2024-09-17 12:00:00,Spain,Spain,ES,38.88,66.22,93.2,71.34,entsoe.eu,false,
2024-09-17 13:00:00,Spain,Spain,ES,39.24,66.79,93.1,71.38,entsoe.eu,false,
2024-09-17 14:00:00,Spain,Spain,ES,40.72,68.8,92.71,72.18,entsoe.eu,false,
2024-09-17 15:00:00,Spain,Spain,ES,42.0,69.98,92.34,72.4,entsoe.eu,false,
2024-09-17 16:00:00,Spain,Spain,ES,48.71,77.42,90.48,70.35,entsoe.eu,false,
2024-09-17 17:00:00,Spain,Spain,ES,70.45,102.03,85.14,64.7,entsoe.eu,false,
2024-09-17 18:00:00,Spain,Spain,ES,90.58,122.38,81.42,60.14,entsoe.eu,false,
2024-09-17 19:00:00,Spain,Spain,ES,91.72,123.35,81.15,59.4,entsoe.eu,false,
2024-09-17 20:00:00,Spain,Spain,ES,83.66,114.28,82.86,59.57,entsoe.eu,false,
2024-09-17 21:00:00,Spain,Spain,ES,74.68,103.89,84.88,59.35,entsoe.eu,false,
2024-09-17 22:00:00,Spain,Spain,ES,65.37,92.88,86.94,57.52,entsoe.eu,false,
2024-09-17 23:00:00,Spain,Spain,ES,63.51,91.57,87.08,55.8,entsoe.eu,false,
2024-09-18 00:00:00,Spain,Spain,ES,66.55,95.24,86.47,54.51,entsoe.eu,false,
2024-09-18 01:00:00,Spain,Spain,ES,68.29,97.81,85.92,52.43,entsoe.eu,false,
2024-09-18 02:00:00,Spain,Spain,ES,72.34,103.22,84.82,49.54,entsoe.eu,false,
2024-09-18 03:00:00,Spain,Spain,ES,89.59,124.56,80.79,45.85,entsoe.eu,false,
2024-09-18 04:00:00,Spain,Spain,ES,107.53,144.41,77.56,46.97,entsoe.eu,false,
2024-09-18 05:00:00,Spain,Spain,ES,119.63,156.52,75.86,49.82,entsoe.eu,false,
2024-09-18 06:00:00,Spain,Spain,ES,121.68,158.68,75.48,50.03,entsoe.eu,false,
2024-09-18 07:00:00,Spain,Spain,ES,111.15,148.75,77.15,52.37,entsoe.eu,false,
2024-09-18 08:00:00,Spain,Spain,ES,75.03,108.02,85.14,61.34,entsoe.eu,false,
2024-09-18 09:00:00,Spain,Spain,ES,54.47,85.21,89.41,64.84,entsoe.eu,false,
2024-09-18 10:00:00,Spain,Spain,ES,53.7,84.9,89.44,65.58,entsoe.eu,false,
2024-09-18 11:00:00,Spain,Spain,ES,53.04,84.27,89.56,66.42,entsoe.eu,false,
2024-09-18 12:00:00,Spain,Spain,ES,48.22,78.23,90.74,67.49,entsoe.eu,false,
2024-09-18 13:00:00,Spain,Spain,ES,46.81,76.3,91.06,67.44,entsoe.eu,false,
2024-09-18 14:00:00,Spain,Spain,ES,50.13,80.34,90.28,66.9,entsoe.eu,false,
2024-09-18 15:00:00,Spain,Spain,ES,58.74,90.42,88.23,64.54,entsoe.eu,false,
2024-09-18 16:00:00,Spain,Spain,ES,83.94,120.9,82.06,59.93,entsoe.eu,false,
2024-09-18 17:00:00,Spain,Spain,ES,125.14,168.68,72.79,51.46,entsoe.eu,false,
2024-09-18 18:00:00,Spain,Spain,ES,139.24,183.99,69.47,46.04,entsoe.eu,false,
2024-09-18 19:00:00,Spain,Spain,ES,135.26,178.83,70.36,45.93,entsoe.eu,false,
2024-09-18 20:00:00,Spain,Spain,ES,138.27,182.87,69.64,43.39,entsoe.eu,false,
2024-09-18 21:00:00,Spain,Spain,ES,129.67,172.35,71.75,43.33,entsoe.eu,false,
2024-09-18 22:00:00,Spain,Spain,ES,128.49,170.7,72.23,41.83,entsoe.eu,false,
2024-09-18 23:00:00,Spain,Spain,ES,125.91,167.74,72.9,41.68,entsoe.eu,false,
2024-09-19 00:00:00,Spain,Spain,ES,126.02,168.34,72.75,40.34,entsoe.eu,false,
2024-09-19 01:00:00,Spain,Spain,ES,129.33,172.54,72.0,38.44,entsoe.eu,false,
2024-09-19 02:00:00,Spain,Spain,ES,133.03,177.19,71.09,37.09,entsoe.eu,false,
2024-09-19 03:00:00,Spain,Spain,ES,137.18,182.28,70.1,36.6,entsoe.eu,false,
2024-09-19 04:00:00,Spain,Spain,ES,145.33,192.89,67.98,35.59,entsoe.eu,false,
2024-09-19 05:00:00,Spain,Spain,ES,157.25,205.43,66.03,36.98,entsoe.eu,false,
2024-09-19 06:00:00,Spain,Spain,ES,163.2,212.25,64.89,38.15,entsoe.eu,false,
2024-09-19 07:00:00,Spain,Spain,ES,138.97,183.44,70.7,44.54,entsoe.eu,false,
2024-09-19 08:00:00,Spain,Spain,ES,106.98,146.24,77.93,53.06,entsoe.eu,false,
2024-09-19 09:00:00,Spain,Spain,ES,89.99,127.42,81.53,56.87,entsoe.eu,false,
2024-09-19 10:00:00,Spain,Spain,ES,83.47,120.67,82.77,58.32,entsoe.eu,false,
2024-09-19 11:00:00,Spain,Spain,ES,89.37,128.89,80.94,56.91,entsoe.eu,false,
2024-09-19 12:00:00,Spain,Spain,ES,84.83,122.67,82.26,58.06,entsoe.eu,false,
2024-09-19 13:00:00,Spain,Spain,ES,85.65,124.03,81.84,57.1,entsoe.eu,false,
2024-09-19 14:00:00,Spain,Spain,ES,97.8,138.64,78.93,53.86,entsoe.eu,false,
2024-09-19 15:00:00,Spain,Spain,ES,111.64,155.39,75.52,50.59,entsoe.eu,false,
2024-09-19 16:00:00,Spain,Spain,ES,125.86,170.45,72.8,47.85,entsoe.eu,false,
2024-09-19 17:00:00,Spain,Spain,ES,155.29,205.08,65.88,40.21,entsoe.eu,false,
2024-09-19 18:00:00,Spain,Spain,ES,169.98,221.89,62.49,37.58,entsoe.eu,false,
2024-09-19 19:00:00,Spain,Spain,ES,170.77,222.86,62.23,37.91,entsoe.eu,false,
2024-09-19 20:00:00,Spain,Spain,ES,164.41,215.48,63.53,36.94,entsoe.eu,false,
2024-09-19 21:00:00,Spain,Spain,ES,158.69,208.73,64.73,36.34,entsoe.eu,false,
2024-09-19 22:00:00,Spain,Spain,ES,153.04,202.69,65.76,34.84,entsoe.eu,false,
2024-09-19 23:00:00,Spain,Spain,ES,152.22,202.08,65.88,33.45,entsoe.eu,false,
2024-09-20 00:00:00,Spain,Spain,ES,152.11,202.44,65.74,32.91,entsoe.eu,false,
2024-09-20 01:00:00,Spain,Spain,ES,152.2,202.95,65.57,32.0,entsoe.eu,false,
2024-09-20 02:00:00,Spain,Spain,ES,153.78,204.71,65.35,31.03,entsoe.eu,false,
2024-09-20 03:00:00,Spain,Spain,ES,156.25,207.16,65.09,30.62,entsoe.eu,false,
2024-09-20 04:00:00,Spain,Spain,ES,159.53,210.11,64.77,31.93,entsoe.eu,false,
2024-09-20 05:00:00,Spain,Spain,ES,165.58,216.99,63.43,33.72,entsoe.eu,false,
2024-09-20 06:00:00,Spain,Spain,ES,172.46,225.21,61.97,34.48,entsoe.eu,false,
2024-09-20 07:00:00,Spain,Spain,ES,155.97,205.73,65.94,39.6,entsoe.eu,false,
2024-09-20 08:00:00,Spain,Spain,ES,125.92,170.18,73.06,47.07,entsoe.eu,false,
2024-09-20 09:00:00,Spain,Spain,ES,105.49,146.62,77.71,52.26,entsoe.eu,false,
2024-09-20 10:00:00,Spain,Spain,ES,92.75,132.39,80.31,55.87,entsoe.eu,false,
2024-09-20 11:00:00,Spain,Spain,ES,81.12,118.81,82.91,58.96,entsoe.eu,false,
2024-09-20 12:00:00,Spain,Spain,ES,73.02,109.11,84.75,60.55,entsoe.eu,false,
2024-09-20 13:00:00,Spain,Spain,ES,69.44,104.28,85.67,61.05,entsoe.eu,false,
2024-09-20 14:00:00,Spain,Spain,ES,74.3,109.99,84.49,59.08,entsoe.eu,false,
2024-09-20 15:00:00,Spain,Spain,ES,94.21,133.69,79.76,54.06,entsoe.eu,false,
2024-09-20 16:00:00,Spain,Spain,ES,121.09,165.14,73.69,47.71,entsoe.eu,false,
2024-09-20 17:00:00,Spain,Spain,ES,151.06,199.64,66.98,40.98,entsoe.eu,false,
2024-09-20 18:00:00,Spain,Spain,ES,159.44,207.89,65.39,39.06,entsoe.eu,false,
2024-09-20 19:00:00,Spain,Spain,ES,156.26,203.32,66.2,39.92,entsoe.eu,false,
2024-09-20 20:00:00,Spain,Spain,ES,151.5,197.76,67.16,40.04,entsoe.eu,false,
2024-09-20 21:00:00,Spain,Spain,ES,141.17,185.99,69.17,39.74,entsoe.eu,false,
2024-09-20 22:00:00,Spain,Spain,ES,129.39,171.64,71.78,40.12,entsoe.eu,false,
2024-09-20 23:00:00,Spain,Spain,ES,117.36,157.34,74.37,41.0,entsoe.eu,false,
2024-09-21 00:00:00,Spain,Spain,ES,121.85,164.97,72.49,38.58,entsoe.eu,false,
2024-09-21 01:00:00,Spain,Spain,ES,121.23,163.32,73.13,38.17,entsoe.eu,false,
2024-09-21 02:00:00,Spain,Spain,ES,124.76,167.99,72.25,36.24,entsoe.eu,false,
2024-09-21 03:00:00,Spain,Spain,ES,129.57,173.98,71.12,35.38,entsoe.eu,false,
2024-09-21 04:00:00,Spain,Spain,ES,126.91,170.22,71.88,36.83,entsoe.eu,false,
2024-09-21 05:00:00,Spain,Spain,ES,118.14,158.66,74.15,39.91,entsoe.eu,false,
2024-09-21 06:00:00,Spain,Spain,ES,117.34,157.2,74.52,40.71,entsoe.eu,false,
2024-09-21 07:00:00,Spain,Spain,ES,110.53,149.71,76.11,44.05,entsoe.eu,false,
2024-09-21 08:00:00,Spain,Spain,ES,92.1,130.34,79.75,50.25,entsoe.eu,false,
2024-09-21 09:00:00,Spain,Spain,ES,75.48,111.54,83.5,55.12,entsoe.eu,false,
2024-09-21 10:00:00,Spain,Spain,ES,58.18,90.71,87.75,60.35,entsoe.eu,false,
2024-09-21 11:00:00,Spain,Spain,ES,51.41,83.23,89.23,63.17,entsoe.eu,false,
2024-09-21 12:00:00,Spain,Spain,ES,51.06,82.4,89.44,63.21,entsoe.eu,false,
2024-09-21 13:00:00,Spain,Spain,ES,49.41,80.11,89.62,62.16,entsoe.eu,false,
2024-09-21 14:00:00,Spain,Spain,ES,47.31,77.43,90.02,63.1,entsoe.eu,false,
2024-09-21 15:00:00,Spain,Spain,ES,50.16,80.3,89.34,60.89,entsoe.eu,false,
2024-09-21 16:00:00,Spain,Spain,ES,74.36,109.6,83.37,53.44,entsoe.eu,false,
2024-09-21 17:00:00,Spain,Spain,ES,112.15,154.73,74.3,43.03,entsoe.eu,false,
2024-09-21 18:00:00,Spain,Spain,ES,126.46,167.85,72.35,41.92,entsoe.eu,false,
2024-09-21 19:00:00,Spain,Spain,ES,131.21,172.27,71.82,42.06,entsoe.eu,false,
2024-09-21 20:00:00,Spain,Spain,ES,131.63,172.46,71.84,41.11,entsoe.eu,false,
2024-09-21 21:00:00,Spain,Spain,ES,130.16,171.0,72.09,39.46,entsoe.eu,false,
2024-09-21 22:00:00,Spain,Spain,ES,129.74,171.09,72.11,37.1,entsoe.eu,false,
2024-09-21 23:00:00,Spain,Spain,ES,127.6,169.15,72.45,35.95,entsoe.eu,false,
2024-09-22 00:00:00,Spain,Spain,ES,123.76,166.09,72.71,34.42,entsoe.eu,false,
2024-09-22 01:00:00,Spain,Spain,ES,121.11,164.31,72.84,32.73,entsoe.eu,false,
2024-09-22 02:00:00,Spain,Spain,ES,117.34,160.66,73.35,31.89,entsoe.eu,false,
2024-09-22 03:00:00,Spain,Spain,ES,125.15,170.62,71.42,29.81,entsoe.eu,false,
2024-09-22 04:00:00,Spain,Spain,ES,129.45,175.71,70.53,28.84,entsoe.eu,false,
2024-09-22 05:00:00,Spain,Spain,ES,135.79,181.83,69.83,29.06,entsoe.eu,false,
2024-09-22 06:00:00,Spain,Spain,ES,139.49,184.23,70.15,30.69,entsoe.eu,false,
2024-09-22 07:00:00,Spain,Spain,ES,114.13,156.17,75.44,39.58,entsoe.eu,false,
2024-09-22 08:00:00,Spain,Spain,ES,74.83,110.29,84.68,51.68,entsoe.eu,false,
2024-09-22 09:00:00,Spain,Spain,ES,55.8,87.74,89.25,59.09,entsoe.eu,false,
2024-09-22 10:00:00,Spain,Spain,ES,54.82,87.54,89.33,62.62,entsoe.eu,false,
2024-09-22 11:00:00,Spain,Spain,ES,49.78,81.42,90.5,63.64,entsoe.eu,false,
2024-09-22 12:00:00,Spain,Spain,ES,50.71,82.39,90.26,63.69,entsoe.eu,false,
2024-09-22 13:00:00,Spain,Spain,ES,55.61,87.94,89.2,64.05,entsoe.eu,false,
2024-09-22 14:00:00,Spain,Spain,ES,54.28,86.09,89.55,64.26,entsoe.eu,false,
2024-09-22 15:00:00,Spain,Spain,ES,61.27,94.28,87.85,61.3,entsoe.eu,false,
2024-09-22 16:00:00,Spain,Spain,ES,78.47,114.37,83.41,52.42,entsoe.eu,false,
2024-09-22 17:00:00,Spain,Spain,ES,120.09,163.62,73.59,41.98,entsoe.eu,false,
2024-09-22 18:00:00,Spain,Spain,ES,137.68,179.95,70.96,38.97,entsoe.eu,false,
2024-09-22 19:00:00,Spain,Spain,ES,137.14,178.92,71.01,39.63,entsoe.eu,false,
2024-09-22 20:00:00,Spain,Spain,ES,130.38,170.84,72.51,40.04,entsoe.eu,false,
2024-09-22 21:00:00,Spain,Spain,ES,125.22,165.18,73.54,39.66,entsoe.eu,false,
2024-09-22 22:00:00,Spain,Spain,ES,121.01,161.61,73.97,37.64,entsoe.eu,false,
2024-09-22 23:00:00,Spain,Spain,ES,120.01,161.76,73.78,35.56,entsoe.eu,false,
2024-09-23 00:00:00,Spain,Spain,ES,117.72,158.96,74.31,35.3,entsoe.eu,false,
2024-09-23 01:00:00,Spain,Spain,ES,118.98,160.4,74.18,34.83,entsoe.eu,false,
2024-09-23 02:00:00,Spain,Spain,ES,122.65,164.32,73.69,33.99,entsoe.eu,false,
2024-09-23 03:00:00,Spain,Spain,ES,135.49,178.88,71.54,32.58,entsoe.eu,false,
2024-09-23 04:00:00,Spain,Spain,ES,146.42,192.03,68.96,32.68,entsoe.eu,false,
2024-09-23 05:00:00,Spain,Spain,ES,147.82,192.18,69.06,35.69,entsoe.eu,false,
2024-09-23 06:00:00,Spain,Spain,ES,151.08,195.36,68.66,37.64,entsoe.eu,false,
2024-09-23 07:00:00,Spain,Spain,ES,129.01,170.78,73.53,44.63,entsoe.eu,false,
2024-09-23 08:00:00,Spain,Spain,ES,87.52,123.35,82.78,55.86,entsoe.eu,false,
2024-09-23 09:00:00,Spain,Spain,ES,59.66,91.53,88.93,63.1,entsoe.eu,false,
2024-09-23 10:00:00,Spain,Spain,ES,50.14,80.12,91.21,66.35,entsoe.eu,false,
2024-09-23 11:00:00,Spain,Spain,ES,50.05,80.44,91.13,66.99,entsoe.eu,false,
2024-09-23 12:00:00,Spain,Spain,ES,48.5,78.46,91.52,67.3,entsoe.eu,false,
2024-09-23 13:00:00,Spain,Spain,ES,47.9,77.31,91.76,67.32,entsoe.eu,false,
2024-09-23 14:00:00,Spain,Spain,ES,49.43,78.95,91.43,66.26,entsoe.eu,false,
2024-09-23 15:00:00,Spain,Spain,ES,56.45,87.33,89.69,64.14,entsoe.eu,false,
2024-09-23 16:00:00,Spain,Spain,ES,83.27,119.6,83.19,56.59,entsoe.eu,false,
2024-09-23 17:00:00,Spain,Spain,ES,120.18,163.3,74.27,46.63,entsoe.eu,false,
2024-09-23 18:00:00,Spain,Spain,ES,144.4,188.79,69.55,42.31,entsoe.eu,false,
2024-09-23 19:00:00,Spain,Spain,ES,144.99,189.04,69.47,42.71,entsoe.eu,false,
2024-09-23 20:00:00,Spain,Spain,ES,139.31,182.63,70.67,41.36,entsoe.eu,false,
2024-09-23 21:00:00,Spain,Spain,ES,133.5,176.17,71.89,40.16,entsoe.eu,false,
2024-09-23 22:00:00,Spain,Spain,ES,117.52,155.51,76.19,41.5,entsoe.eu,false,
2024-09-23 23:00:00,Spain,Spain,ES,111.64,147.74,77.96,41.08,entsoe.eu,false,
2024-09-24 00:00:00,Spain,Spain,ES,114.66,151.47,77.36,38.93,entsoe.eu,false,
2024-09-24 01:00:00,Spain,Spain,ES,114.66,152.01,77.26,37.44,entsoe.eu,false,
2024-09-24 02:00:00,Spain,Spain,ES,116.31,153.82,77.14,37.1,entsoe.eu,false,
2024-09-24 03:00:00,Spain,Spain,ES,122.37,161.13,75.73,36.67,entsoe.eu,false,
2024-09-24 04:00:00,Spain,Spain,ES,131.73,173.28,72.95,35.62,entsoe.eu,false,
2024-09-24 05:00:00,Spain,Spain,ES,134.21,175.42,72.35,39.03,entsoe.eu,false,
